Show playback on Saturday (last week) from 1:00 to 4:00,playback,start_time=1:00;end_time=4:00;date=Saturday last week
கடந்த வாரம் சனிக்கிழமை 1 மணி முதல் 4 மணி வரை பதிவு காண்பி,playback,start_time=1 மணி;end_time=1 மணி முதல் 4 மணி;date=சனிக்கிழமை கடந்த வாரம்
Show playback on 2025-09-06 from 15:00 to 18:00,playback,start_time=15:00;end_time=18:00;date=2025-09-06
2025-09-06 15 மணி முதல் 18 மணி வரை பதிவு காண்பி,playback,start_time=15 மணி;end_time=15 மணி முதல் 18 மணி;date=2025-09-06
Show playback from 15:00 to 18:00 today,playback,start_time=15:00;end_time=18:00;date=today
கடந்த வாரம் 15 மணி முதல் 18 மணி வரை பதிவு காண்பி,playback,start_time=15 மணி;end_time=15 மணி முதல் 18 மணி;date=கடந்த வாரம்
Show playback on Friday (this week) from 15:00 to 18:00,playback,start_time=15:00;end_time=18:00;date=Friday this week
இந்த வாரம் வெள்ளிக்கிழமை 15 மணி முதல் 18 மணி வரை பதிவு காண்பி,playback,start_time=15 மணி;end_time=15 மணி முதல் 18 மணி;date=வெள்ளிக்கிழமை இந்த வாரம்
Show playback on 2025-08-23 from 1:00 to 2:00,playback,start_time=1:00;end_time=2:00;date=2025-08-23
2025-08-23 1 மணி முதல் 2 மணி வரை பதிவு காண்பி,playback,start_time=1 மணி;end_time=1 மணி முதல் 2 மணி;date=2025-08-23
Show playback from 1:00 to 2:00 day before yesterday,playback,start_time=1:00;end_time=2:00;date=day before yesterday
கடந்த வாரம் 1 மணி முதல் 2 மணி வரை பதிவு காண்பி,playback,start_time=1 மணி;end_time=1 மணி முதல் 2 மணி;date=கடந்த வாரம்
Show playback on Tuesday (last week) from 1:00 to 2:00,playback,start_time=1:00;end_time=2:00;date=Tuesday last week
கடந்த வாரம் செவ்வாய்க்கிழமை 1 மணி முதல் 2 மணி வரை பதிவு காண்பி,playback,start_time=1 மணி;end_time=1 மணி முதல் 2 மணி;date=செவ்வாய்க்கிழமை கடந்த வாரம்
Show playback on 2025-09-16 from 5:00 to 7:00,playback,start_time=5:00;end_time=7:00;date=2025-09-16
2025-09-16 5 மணி முதல் 7 மணி வரை பதிவு காண்பி,playback,start_time=5 மணி;end_time=5 மணி முதல் 7 மணி;date=2025-09-16
Show playback from 5:00 to 7:00 today,playback,start_time=5:00;end_time=7:00;date=today
கடந்த மாதம் 5 மணி முதல் 7 மணி வரை பதிவு காண்பி,playback,start_time=5 மணி;end_time=5 மணி முதல் 7 மணி;date=கடந்த மாதம்
Show playback on Sunday (last week) from 5:00 to 7:00,playback,start_time=5:00;end_time=7:00;date=Sunday last week
கடந்த வாரம் ஞாயிற்றுக்கிழமை 5 மணி முதல் 7 மணி வரை பதிவு காண்பி,playback,start_time=5 மணி;end_time=5 மணி முதல் 7 மணி;date=ஞாயிற்றுக்கிழமை கடந்த வாரம்
Show playback on 2025-08-28 from 7:00 to 10:00,playback,start_time=7:00;end_time=10:00;date=2025-08-28
2025-08-28 7 மணி முதல் 10 மணி வரை பதிவு காண்பி,playback,start_time=7 மணி;end_time=7 மணி முதல் 10 மணி;date=2025-08-28
Show playback from 7:00 to 10:00 today,playback,start_time=7:00;end_time=10:00;date=today
நேற்று முன் நாள் 7 மணி முதல் 10 மணி வரை பதிவு காண்பி,playback,start_time=7 மணி;end_time=7 மணி முதல் 10 மணி;date=நேற்று முன் நாள்
Show playback on Monday (this week) from 7:00 to 10:00,playback,start_time=7:00;end_time=10:00;date=Monday this week
இந்த வாரம் திங்கட்கிழமை 7 மணி முதல் 10 மணி வரை பதிவு காண்பி,playback,start_time=7 மணி;end_time=7 மணி முதல் 10 மணி;date=திங்கட்கிழமை இந்த வாரம்
Show playback on 2025-08-07 from 5:00 to 6:00,playback,start_time=5:00;end_time=6:00;date=2025-08-07
2025-08-07 5 மணி முதல் 6 மணி வரை பதிவு காண்பி,playback,start_time=5 மணி;end_time=5 மணி முதல் 6 மணி;date=2025-08-07
Show playback from 5:00 to 6:00 last month,playback,start_time=5:00;end_time=6:00;date=last month
இன்று 5 மணி முதல் 6 மணி வரை பதிவு காண்பி,playback,start_time=5 மணி;end_time=5 மணி முதல் 6 மணி;date=இன்று
Show playback on Saturday (last week) from 5:00 to 6:00,playback,start_time=5:00;end_time=6:00;date=Saturday last week
கடந்த வாரம் சனிக்கிழமை 5 மணி முதல் 6 மணி வரை பதிவு காண்பி,playback,start_time=5 மணி;end_time=5 மணி முதல் 6 மணி;date=சனிக்கிழமை கடந்த வாரம்
Show playback on 2025-08-20 from 15:00 to 18:00,playback,start_time=15:00;end_time=18:00;date=2025-08-20
2025-08-20 15 மணி முதல் 18 மணி வரை பதிவு காண்பி,playback,start_time=15 மணி;end_time=15 மணி முதல் 18 மணி;date=2025-08-20
Show playback from 15:00 to 18:00 last week,playback,start_time=15:00;end_time=18:00;date=last week
நேற்று முன் நாள் 15 மணி முதல் 18 மணி வரை பதிவு காண்பி,playback,start_time=15 மணி;end_time=15 மணி முதல் 18 மணி;date=நேற்று முன் நாள்
Show playback on Tuesday (this week) from 15:00 to 18:00,playback,start_time=15:00;end_time=18:00;date=Tuesday this week
இந்த வாரம் செவ்வாய்க்கிழமை 15 மணி முதல் 18 மணி வரை பதிவு காண்பி,playback,start_time=15 மணி;end_time=15 மணி முதல் 18 மணி;date=செவ்வாய்க்கிழமை இந்த வாரம்
Show playback on 2025-09-10 from 14:00 to 16:00,playback,start_time=14:00;end_time=16:00;date=2025-09-10
2025-09-10 14 மணி முதல் 16 மணி வரை பதிவு காண்பி,playback,start_time=14 மணி;end_time=14 மணி முதல் 16 மணி;date=2025-09-10
Show playback from 14:00 to 16:00 today,playback,start_time=14:00;end_time=16:00;date=today
நேற்று 14 மணி முதல் 16 மணி வரை பதிவு காண்பி,playback,start_time=14 மணி;end_time=14 மணி முதல் 16 மணி;date=நேற்று
Show playback on Friday (this week) from 14:00 to 16:00,playback,start_time=14:00;end_time=16:00;date=Friday this week
இந்த வாரம் வெள்ளிக்கிழமை 14 மணி முதல் 16 மணி வரை பதிவு காண்பி,playback,start_time=14 மணி;end_time=14 மணி முதல் 16 மணி;date=வெள்ளிக்கிழமை இந்த வாரம்
Show playback on 2025-09-09 from 22:00 to 1:00,playback,start_time=22:00;end_time=1:00;date=2025-09-09
2025-09-09 22 மணி முதல் 1 மணி வரை பதிவு காண்பி,playback,start_time=22 மணி;end_time=22 மணி முதல் 1 மணி;date=2025-09-09
Show playback from 22:00 to 1:00 last month,playback,start_time=22:00;end_time=1:00;date=last month
இன்று 22 மணி முதல் 1 மணி வரை பதிவு காண்பி,playback,start_time=22 மணி;end_time=22 மணி முதல் 1 மணி;date=இன்று
Show playback on Sunday (this week) from 22:00 to 1:00,playback,start_time=22:00;end_time=1:00;date=Sunday this week
இந்த வாரம் ஞாயிற்றுக்கிழமை 22 மணி முதல் 1 மணி வரை பதிவு காண்பி,playback,start_time=22 மணி;end_time=22 மணி முதல் 1 மணி;date=ஞாயிற்றுக்கிழமை இந்த வாரம்
Show playback on 2025-08-04 from 17:00 to 20:00,playback,start_time=17:00;end_time=20:00;date=2025-08-04
2025-08-04 17 மணி முதல் 20 மணி வரை பதிவு காண்பி,playback,start_time=17 மணி;end_time=17 மணி முதல் 20 மணி;date=2025-08-04
Show playback from 17:00 to 20:00 last week,playback,start_time=17:00;end_time=20:00;date=last week
நேற்று முன் நாள் 17 மணி முதல் 20 மணி வரை பதிவு காண்பி,playback,start_time=17 மணி;end_time=17 மணி முதல் 20 மணி;date=நேற்று முன் நாள்
Show playback on Tuesday (last week) from 17:00 to 20:00,playback,start_time=17:00;end_time=20:00;date=Tuesday last week
கடந்த வாரம் செவ்வாய்க்கிழமை 17 மணி முதல் 20 மணி வரை பதிவு காண்பி,playback,start_time=17 மணி;end_time=17 மணி முதல் 20 மணி;date=செவ்வாய்க்கிழமை கடந்த வாரம்
Move camera up in lobby,ptz,direction=up;location=lobby
கேமரா மேல் லாபி நகர்த்து,ptz,direction=up;location=லாபி
Move camera right in main hall,ptz,direction=right;location=main hall
கேமரா வலது வாகன நிறுத்த இடம் நகர்த்து,ptz,direction=right;location=வாகன நிறுத்த இடம்
Move camera right in lobby,ptz,direction=right;location=lobby
கேமரா வலது லாபி நகர்த்து,ptz,direction=right;location=லாபி
Move camera right in lobby,ptz,direction=right;location=lobby
கேமரா வலது லாபி நகர்த்து,ptz,direction=right;location=லாபி
Move camera down in main hall,ptz,direction=down;location=main hall
கேமரா கீழ் வாகன நிறுத்த இடம் நகர்த்து,ptz,direction=down;location=வாகன நிறுத்த இடம்
Move camera right in garden,ptz,direction=right;location=garden
கேமரா வலது லாபி நகர்த்து,ptz,direction=right;location=லாபி
Move camera right in main hall,ptz,direction=right;location=main hall
கேமரா வலது மெயின் ஹால் நகர்த்து,ptz,direction=right;location=மெயின் ஹால்
Move camera right in garden,ptz,direction=right;location=garden
கேமரா வலது மெயின் ஹால் நகர்த்து,ptz,direction=right;location=மெயின் ஹால்
Move camera right in main hall,ptz,direction=right;location=main hall
கேமரா வலது லாபி நகர்த்து,ptz,direction=right;location=லாபி
Move camera up in front building,ptz,direction=up;location=front building
கேமரா மேல் வாகன நிறுத்த இடம் நகர்த்து,ptz,direction=up;location=வாகன நிறுத்த இடம்
Move camera right in front building,ptz,direction=right;location=front building
கேமரா வலது முன்னணி மாளிகை நகர்த்து,ptz,direction=right;location=முன்னணி மாளிகை
Move camera right in parking,ptz,direction=right;location=parking
கேமரா வலது முன்னணி மாளிகை நகர்த்து,ptz,direction=right;location=முன்னணி மாளிகை
Move camera right in lobby,ptz,direction=right;location=lobby
கேமரா வலது முகப்பு தோட்டம் நகர்த்து,ptz,direction=right;location=முகப்பு தோட்டம்
Move camera right in lobby,ptz,direction=right;location=lobby
கேமரா வலது மெயின் ஹால் நகர்த்து,ptz,direction=right;location=மெயின் ஹால்
Move camera up in parking,ptz,direction=up;location=parking
கேமரா மேல் முன்னணி மாளிகை நகர்த்து,ptz,direction=up;location=முன்னணி மாளிகை
Move camera right in lobby,ptz,direction=right;location=lobby
கேமரா வலது லாபி நகர்த்து,ptz,direction=right;location=லாபி
Move camera left in front building,ptz,direction=left;location=front building
கேமரா இடது முகப்பு தோட்டம் நகர்த்து,ptz,direction=left;location=முகப்பு தோட்டம்
Move camera down in lobby,ptz,direction=down;location=lobby
கேமரா கீழ் மெயின் ஹால் நகர்த்து,ptz,direction=down;location=மெயின் ஹால்
Move camera left in lobby,ptz,direction=left;location=lobby
கேமரா இடது வாகன நிறுத்த இடம் நகர்த்து,ptz,direction=left;location=வாகன நிறுத்த இடம்
Move camera down in main hall,ptz,direction=down;location=main hall
கேமரா கீழ் முன்னணி மாளிகை நகர்த்து,ptz,direction=down;location=முன்னணி மாளிகை
Move camera left in parking,ptz,direction=left;location=parking
கேமரா இடது முன்னணி மாளிகை நகர்த்து,ptz,direction=left;location=முன்னணி மாளிகை
Move camera left in parking,ptz,direction=left;location=parking
கேமரா இடது வாகன நிறுத்த இடம் நகர்த்து,ptz,direction=left;location=வாகன நிறுத்த இடம்
Move camera up in main hall,ptz,direction=up;location=main hall
கேமரா மேல் முகப்பு தோட்டம் நகர்த்து,ptz,direction=up;location=முகப்பு தோட்டம்
Move camera up in main hall,ptz,direction=up;location=main hall
கேமரா மேல் முன்னணி மாளிகை நகர்த்து,ptz,direction=up;location=முன்னணி மாளிகை
Move camera up in main hall,ptz,direction=up;location=main hall
கேமரா மேல் மெயின் ஹால் நகர்த்து,ptz,direction=up;location=மெயின் ஹால்
Move camera left in front building,ptz,direction=left;location=front building
கேமரா இடது லாபி நகர்த்து,ptz,direction=left;location=லாபி
Move camera right in parking,ptz,direction=right;location=parking
கேமரா வலது வாகன நிறுத்த இடம் நகர்த்து,ptz,direction=right;location=வாகன நிறுத்த இடம்
Move camera right in main hall,ptz,direction=right;location=main hall
கேமரா வலது லாபி நகர்த்து,ptz,direction=right;location=லாபி
Move camera right in parking,ptz,direction=right;location=parking
கேமரா வலது முன்னணி மாளிகை நகர்த்து,ptz,direction=right;location=முன்னணி மாளிகை
Move camera left in garden,ptz,direction=left;location=garden
கேமரா இடது முன்னணி மாளிகை நகர்த்து,ptz,direction=left;location=முன்னணி மாளிகை
Any movement in the main hall?,motion_check,location=main hall
முகப்பு தோட்டம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முகப்பு தோட்டம்
Any movement in the lobby?,motion_check,location=lobby
லாபி இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=லாபி
Any movement in the front building?,motion_check,location=front building
மெயின் ஹால் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=மெயின் ஹால்
Any movement in the front building?,motion_check,location=front building
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the main hall?,motion_check,location=main hall
முகப்பு தோட்டம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முகப்பு தோட்டம்
Any movement in the front building?,motion_check,location=front building
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the main hall?,motion_check,location=main hall
முகப்பு தோட்டம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முகப்பு தோட்டம்
Any movement in the front building?,motion_check,location=front building
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the main hall?,motion_check,location=main hall
முகப்பு தோட்டம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முகப்பு தோட்டம்
Any movement in the parking?,motion_check,location=parking
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the main hall?,motion_check,location=main hall
லாபி இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=லாபி
Any movement in the parking?,motion_check,location=parking
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the front building?,motion_check,location=front building
முன்னணி மாளிகை இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முன்னணி மாளிகை
Any movement in the front building?,motion_check,location=front building
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the main hall?,motion_check,location=main hall
முன்னணி மாளிகை இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முன்னணி மாளிகை
Any movement in the garden?,motion_check,location=garden
மெயின் ஹால் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=மெயின் ஹால்
Any movement in the main hall?,motion_check,location=main hall
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the lobby?,motion_check,location=lobby
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the main hall?,motion_check,location=main hall
லாபி இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=லாபி
Any movement in the lobby?,motion_check,location=lobby
முகப்பு தோட்டம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முகப்பு தோட்டம்
Any movement in the main hall?,motion_check,location=main hall
முன்னணி மாளிகை இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முன்னணி மாளிகை
Any movement in the lobby?,motion_check,location=lobby
லாபி இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=லாபி
Any movement in the lobby?,motion_check,location=lobby
முகப்பு தோட்டம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=முகப்பு தோட்டம்
Any movement in the front building?,motion_check,location=front building
மெயின் ஹால் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=மெயின் ஹால்
Any movement in the parking?,motion_check,location=parking
லாபி இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=லாபி
Any movement in the lobby?,motion_check,location=lobby
மெயின் ஹால் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=மெயின் ஹால்
Any movement in the garden?,motion_check,location=garden
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Any movement in the garden?,motion_check,location=garden
மெயின் ஹால் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=மெயின் ஹால்
Any movement in the front building?,motion_check,location=front building
லாபி இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=லாபி
Any movement in the main hall?,motion_check,location=main hall
வாகன நிறுத்த இடம் இடத்தில் இயக்கம் ஏதும் உள்ளதா?,motion_check,location=வாகன நிறுத்த இடம்
Stop recording in lobby,recording,action=stop;location=lobby
வாகன நிறுத்த இடம் இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=வாகன நிறுத்த இடம்
Start recording in main hall,recording,action=start;location=main hall
வாகன நிறுத்த இடம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=வாகன நிறுத்த இடம்
Start recording in lobby,recording,action=start;location=lobby
மெயின் ஹால் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=மெயின் ஹால்
Start recording in front building,recording,action=start;location=front building
மெயின் ஹால் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=மெயின் ஹால்
Start recording in front building,recording,action=start;location=front building
மெயின் ஹால் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=மெயின் ஹால்
Stop recording in parking,recording,action=stop;location=parking
லாபி இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=லாபி
Start recording in lobby,recording,action=start;location=lobby
முகப்பு தோட்டம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முகப்பு தோட்டம்
Start recording in parking,recording,action=start;location=parking
வாகன நிறுத்த இடம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=வாகன நிறுத்த இடம்
Start recording in lobby,recording,action=start;location=lobby
வாகன நிறுத்த இடம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=வாகன நிறுத்த இடம்
Start recording in lobby,recording,action=start;location=lobby
முகப்பு தோட்டம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முகப்பு தோட்டம்
Start recording in garden,recording,action=start;location=garden
மெயின் ஹால் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=மெயின் ஹால்
Start recording in main hall,recording,action=start;location=main hall
வாகன நிறுத்த இடம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=வாகன நிறுத்த இடம்
Start recording in garden,recording,action=start;location=garden
மெயின் ஹால் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=மெயின் ஹால்
Stop recording in garden,recording,action=stop;location=garden
முகப்பு தோட்டம் இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=முகப்பு தோட்டம்
Stop recording in front building,recording,action=stop;location=front building
முகப்பு தோட்டம் இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=முகப்பு தோட்டம்
Start recording in main hall,recording,action=start;location=main hall
லாபி இடத்தில் பதிவு தொடங்கு,recording,action=start;location=லாபி
Stop recording in parking,recording,action=stop;location=parking
வாகன நிறுத்த இடம் இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=வாகன நிறுத்த இடம்
Stop recording in parking,recording,action=stop;location=parking
முன்னணி மாளிகை இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=முன்னணி மாளிகை
Stop recording in main hall,recording,action=stop;location=main hall
முன்னணி மாளிகை இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=முன்னணி மாளிகை
Start recording in parking,recording,action=start;location=parking
வாகன நிறுத்த இடம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=வாகன நிறுத்த இடம்
Stop recording in lobby,recording,action=stop;location=lobby
மெயின் ஹால் இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=மெயின் ஹால்
Start recording in parking,recording,action=start;location=parking
லாபி இடத்தில் பதிவு தொடங்கு,recording,action=start;location=லாபி
Stop recording in parking,recording,action=stop;location=parking
லாபி இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=லாபி
Start recording in main hall,recording,action=start;location=main hall
முகப்பு தோட்டம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முகப்பு தோட்டம்
Stop recording in parking,recording,action=stop;location=parking
லாபி இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=லாபி
Stop recording in parking,recording,action=stop;location=parking
மெயின் ஹால் இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=மெயின் ஹால்
Start recording in parking,recording,action=start;location=parking
முன்னணி மாளிகை இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முன்னணி மாளிகை
Start recording in lobby,recording,action=start;location=lobby
வாகன நிறுத்த இடம் இடத்தில் பதிவு தொடங்கு,recording,action=start;location=வாகன நிறுத்த இடம்
Start recording in garden,recording,action=start;location=garden
முன்னணி மாளிகை இடத்தில் பதிவு தொடங்கு,recording,action=start;location=முன்னணி மாளிகை
Stop recording in main hall,recording,action=stop;location=main hall
முன்னணி மாளிகை இடத்தில் பதிவு நிறுத்து,recording,action=stop;location=முன்னணி மாளிகை
Playback from 9 a.m. To 10 a.m,playback,pred_score=0.9465
Payback from 10am to 11pm,playback,start_time=10:00;end_time=23:00;pred_score=0.9472
from 10 am to 11 am,playback,start_time=10:00;end_time=11:00;pred_score=0.9204
Payback code from 10 am to 11 am,playback,start_time=10:00;end_time=11:00;pred_score=0.8486
Playback from 10 am to 11 am,playback,start_time=10:00;end_time=11:00;pred_score=0.8703
Playback will be at 10am to 12pm,playback,start_time=10:00;end_time=12:00;pred_score=0.8574
play back from 10 am to 11 am,playback,start_time=10:00;end_time=11:00;pred_score=0.8858
I wake up at 11 in the morning and wake up at 11 o'clock in the morning,playback,direction=up;location=the;pred_score=0.4905
10 am to 11 am,playback,start_time=10:00;end_time=11:00;pred_score=0.8785
From 10 in the morning to 11 in the morning  I used to go to work.,playback,location=the;pred_score=0.6816
Payback from 10 am to 11 am,playback,start_time=10:00;end_time=11:00;pred_score=0.9049
and play from 9 am to 10 am in the morning,playback,start_time=09:00;end_time=10:00;location=the;pred_score=0.8111
Playback was at 9 in the morning yesterday.,playback,location=the;date=2025-09-25;pred_score=0.7401Playback was at 10am yesterday,playback,date=2025-09-25;start_time=10:00;pred_score=0.8757
Playback at 10 in the morning,playback,location=the;pred_score=0.7874
Yesterday morning 10 o'clock playback code,playback,part_of_day=morning;start_time=10:00;date=2025-09-25;end_time=14:06;inferred_end_time_now=true;pred_score=0.8881
I will play back at 10 last night,playback,part_of_day=night;pred_score=0.8569
Last night 10 PM Playback Code,playback,part_of_day=night;start_time=22:00;end_time=14:07;inferred_end_time_now=true;pred_score=0.8867
Playback at 10 PM,playback,start_time=22:00;end_time=14:07;inferred_end_time_now=true;pred_score=0.8982
I am going to cut it,playback,pred_score=0.8297
I played 10 in the morning,playback,part_of_day=morning;location=the;pred_score=0.6895
Playback at 10 in the morning,playback,part_of_day=morning;location=the;pred_score=0.7818
Playback at 10 in the morning,playback,part_of_day=morning;location=the;pred_score=0.7818
Today in the morning at 10 o'clock I will play the game,playback,part_of_day=morning;start_time=10:00;location=the;date=2025-09-26;end_time=11:00;fallback_strategy=plus1h;pred_score=0.7769
Playback at 10 in the morning,playback,part_of_day=morning;location=the;pred_score=0.7818
Playback at 10 in the morning,playback,part_of_day=morning;location=the;pred_score=0.7818
Playback is 10 o'clock in the morning.,playback,part_of_day=morning;start_time=10:00;location=the;end_time=11:00;fallback_strategy=plus1h;pred_score=0.7422
Playback at 10 in the morning,playback,part_of_day=morning;location=the;pred_score=0.7818
yesterday morning at 10 am,playback,part_of_day=morning;date=2025-09-25;start_time=10:00;end_time=11:00;fallback_strategy=plus1h;pred_score=0.9142
From 3.15 am to 4.15 am  I have to... Why did you stop the camera?,playback,start_time=15:00;end_time=15:00;pred_score=0.8412
Yesterday from 10am to 11am play back code,playback,start_time=10:00;end_time=11:00;date=2025-09-25;pred_score=0.8681
We played from 10am to 11am yesterday morning.,playback,part_of_day=morning;start_time=10:00;end_time=11:00;date=2025-09-25;pred_score=0.9138
Hi  what are you?,playback,pred_score=0.7873
I played from 10am to 1pm in the morning,playback,part_of_day=morning;start_time=10:00;end_time=13:00;location=the;pred_score=0.7687
Playback from 10 am to 12 am,playback,start_time=10:00;end_time=00:00;pred_score=0.9366
Payback from 10 am to 1 pm,playback,start_time=10:00;end_time=13:00;pred_score=0.9253
From 10 in the morning till 1 in the afternoon,playback,start_time=10:00;end_time=13:00;part_of_day=morning;location=the;pred_score=0.6413
text,intent,entities
From 10 in the morning till 1 in the afternoon,playback,start_time=10:00;end_time=13:00
From 10 in the morning until 1 in the afternoon,playback,start_time=10:00;end_time=13:00
From 10 this morning until 1 this afternoon,playback,start_time=10:00;end_time=13:00
From 10 a.m. to 1 p.m.,playback,start_time=10:00;end_time=13:00
From 10am to 1pm,playback,start_time=10:00;end_time=13:00
From 10 AM through 1 PM,playback,start_time=10:00;end_time=13:00
From 10:00 am to 1:00 pm,playback,start_time=10:00;end_time=13:00
From 10:00 to 13:00,playback,start_time=10:00;end_time=13:00
Show playback from 10am to 1pm,playback,start_time=10:00;end_time=13:00
Give me playback from 10am until 1pm,playback,start_time=10:00;end_time=13:00
Playback from 10 in the morning to 1 in the afternoon,playback,start_time=10:00;end_time=13:00
Retrieve video from 10am to 1pm,playback,start_time=10:00;end_time=13:00
I need recording from 10am till 1pm,playback,start_time=10:00;end_time=13:00
Video between 10am and 1pm,playback,start_time=10:00;end_time=13:00
Footage between 10 and 1 (morning to afternoon),playback,start_time=10:00;end_time=13:00
Footage from ten in the morning to one in the afternoon,playback,start_time=10:00;end_time=13:00
Show the clip from ten a.m. to one p.m.,playback,start_time=10:00;end_time=13:00
Play recording from 10 to 1 pm,playback,start_time=10:00;end_time=13:00
Play back video from 10 a.m. through 1 p.m.,playback,start_time=10:00;end_time=13:00
Playback window 10:00-13:00,playback,start_time=10:00;end_time=13:00
Need stream from 10 to 1,playback,start_time=10:00;end_time=13:00
Segment from 10 morning until 1 afternoon,playback,start_time=10:00;end_time=13:00
Fetch the recording from 10am up to 1pm,playback,start_time=10:00;end_time=13:00
I want the timeline 10am to 1pm,playback,start_time=10:00;end_time=13:00
From ten AM until one PM,playback,start_time=10:00;end_time=13:00
Between ten AM and one PM,playback,start_time=10:00;end_time=13:00
Time range 10am – 1pm,playback,start_time=10:00;end_time=13:00
Show me everything from 10am to 1pm,playback,start_time=10:00;end_time=13:00
Playback clips 10am-1pm,playback,start_time=10:00;end_time=13:00
Pull the recording covering 10 to 1,playback,start_time=10:00;end_time=13:00
Need CCTV from 10 to 1 pm,playback,start_time=10:00;end_time=13:00
Camera footage from 10 to 13 hours,playback,start_time=10:00;end_time=13:00
Retrieve CCTV between 10:00 and 13:00,playback,start_time=10:00;end_time=13:00
Replay from 10 a m to 1 p m,playback,start_time=10:00;end_time=13:00
Play back from 10 to 1 (today),playback,start_time=10:00;end_time=13:00
Show today from 10 to 1,playback,start_time=10:00;end_time=13:00;date=TODAY
Today from 10am to 1pm,playback,start_time=10:00;end_time=13:00;date=TODAY
Get today’s recording 10 to 1,playback,start_time=10:00;end_time=13:00;date=TODAY
For today between 10 and 13,playback,start_time=10:00;end_time=13:00;date=TODAY
On today from 10 to 1 pm,playback,start_time=10:00;end_time=13:00;date=TODAY
This morning 10 to 1 this afternoon,playback,start_time=10:00;end_time=13:00;date=TODAY
